dataset,algo,macro_f1,accuracy,mcc,best_val
BOTSv3,FedAvg,0.8012652568506247,0.9689383351037066,0.604676811805858,0.8020844953997999
BOTSv3,FedProx,0.7744185913179765,0.9606865321182982,0.559311294135644,0.7771030722317337
BOTSv3,FedAdam,0.8412255352097928,0.9777827472466036,0.6828830138826412,0.8396103878578012
BOTSv3,SCAFFOLD,0.8276077424504586,0.975255772348633,0.6552321967768685,0.8278810921982447
