dataset,algo,macro_f1,accuracy,mcc,best_val
AIT-ADS,FedAvg,0.9810941423531123,0.9810951600674999,0.9621900699750296,0.9806019361057641
AIT-ADS,FedProx,0.9810941423531123,0.9810951600674999,0.9621900699750296,0.9806019361057641
AIT-ADS,FedAdam,0.9896530062581883,0.9896549194159798,0.9794090811211792,0.9894311409449488
AIT-ADS,SCAFFOLD,0.9764728764961277,0.9764728900193206,0.9530075471060219,0.9765672066791651
