dataset,algo,macro_f1,accuracy,mcc,best_val
GUIDE,FedAdam,0.9703093968576163,0.9716942214324247,0.9553914922109812,0.9735033673118508
GUIDE,FedAvg,0.9579864780467587,0.9603020975470441,0.938011797634987,0.9581898222927636
GUIDE,FedProx,0.8715093993576217,0.8854123694983023,0.8191351392989034,0.8686445958287309
