dataset,algo,macro_f1,accuracy,mcc,best_val
GUIDE,FedAdam,0.9836795199362488,0.9887838820230553,0.9788361841372291,0.98392986284661
GUIDE,SCAFFOLD,0.27145633334488933,0.5493820749818258,-0.09863572114188868,0.2680663759607956
